"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139"
"Afghanistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3,5,4,2,0,1,1,4,5,6,14,12,16,10,13,17,20,26,31,23,26,21,34,32,41,49,51,44,41,48,53,59,43,44,41,67,62,61,60,83,86,96,83,117,121,139,156,169,173,178,186,252,229,223,185,214,280,303,311,275,217,478,392,354
"Albania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,6,8,9,6,6,6,6,6,5,6,6,10,16,19,25,21,17,13,12,15,16,18,20,25,28,24,17,13,11,11,11,12,17,14,16,17,21,18,15,15,20,24,26,23,26,21,19,13,13,12,11,8,7,7,10,12,13,10,8,9,7,7,4,9,13,18,17
"Algeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,4,2,1,1,1,0,2,2,6,8,11,8,8,11,14,22,37,43,42,34,46,48,51,48,58,87,112,134,152,135,111,84,72,84,81,98,84,83,74,82,82,95,116,125,120,100,92,94,96,105,115,125,130,131,155,163,168,149,156,165,181,174,178,177,187,180,174,170,177,184,187,189,190
"Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,16,20,20,12,13,19,25,25,30,34,40,37,34,23,19,19,21,25,24,29,26,21,19,19,19,18,15,12,12,12,12,10,10,7,4,3,2,5,3,5,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,1,0,0
"Angola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,2,3,2,2,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,0,0,1,3,3,2,0,0,0,2,2,3,1,1,0,1,1,1,0
"Anguilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antigua_and_Barbuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,3,3,2,0,0,0,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Argentina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,3,2,6,5,9,8,10,11,14,21,26,43,46,48,54,79,96,101,81,77,92,74,104,56,100,106,140,121,88,80,89,87,114,103,99,98,76,96,75,132,123,121,101,115,134,97,164,115,189,116,168,142,135,132,118,118,113,142,161,197,189,139,141,262,363,367,305,309,332
"Armenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,8,13,19,28,23,19,15,23,19,35,33,45,36,45,32,37,36,49,60,68,66,53,32,28,20,29,28,29,31,34,48,49,54,46,44,46,51,61,61,65,68,74,71,63,62,41,66,72,114,107,120,115,132,126,137,131,143,121,121,135,156,169,188,221
"Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,3,4,5,5,4,3,7,7,9,2,3,2,3,1,3,3,4,4,4,5,3,2,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,1,1,2,3,5,8,9,7,7,7,12,13,15,19,28,41,47,59,68,89,111,140,178,333,316,442,363,448,318,337,309,393,299,294,222,280,237,173,99,90,103,103,94,79,57,43,42,45,44,39,43,38,31,20,14,14,13,16,15,13,12,11,12,10,12,13,19,22,25,24,22,18,15,11,12,11,14,18,20,21
"Austria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,5,5,8,17,23,20,19,28,48,77,107,136,166,171,226,262,393,439,459,478,612,753,752,848,805,801,595,640,630,633,504,448,352,285,257,291,329,317,307,279,230,161,142,144,135,123,97,87,60,57,71,67,78,70,68,63,60,58,56,48,35,38,37,39,38,35,50,42,38,46,44,59,44,53,59,69
"Azerbaijan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,1,0,1,1,1,1,2,2,2,3,5,8,5,6,7,9,11,9,17,26,30,29,36,39,50,42,48,54,61,66,65,79,95,91,79,57,52,46,52,45,48,40,38,32,36,40,37,37,33,32,29,33,40,42,46,43,43,43,55,65,73,73,98,105,103,90,80,97,96,127,139
"Bahamas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,2,2,1,2,3,3,2,2,3,3,4,3,2,2,2,2,1,2,2,2,2,2,3,2,3,3,3,3,3,2,1,0,0,1,1,1,0,2,3,3,1,0,0,0,0,1,1,1,1,0
"Bahrain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,10,5,3,5,3,3,2,2,2,4,9,18,16,28,18,33,16,17,4,9,14,16,16,17,22,18,28,28,40,25,18,14,16,31,23,43,25,40,19,38,41,41,44,62,72,83,121,163,179,113,72,33,58,54,67,45,103,182,194,143,68,74,91,106,120,121,114,121,145,184,222,241,280,247,264,252,292,321,351,310,238
"Bangladesh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,3,5,6,5,5,4,5,3,3,0,0,1,2,2,3,5,11,21,31,43,69,87,88,97,126,177,203,256,275,304,295,370,413,439,413,436,409,410,408,488,562,585,592,562,596,635,713,755,761,735,684,744,852,963,1055,1057,1135,1058,1021
"Barbados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,4,1,0,2,2,3,3,3,3,4,4,4,2,4,5,4,2,2,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Belarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,2,5,4,3,2,5,5,6,7,7,10,6,8,2,3,2,4,3,3,4,19,19,50,66,81,103,116,156,167,262,373,387,364,313,352,383,428,499,350,192,495,648,834,586,683,770,814,839,873,906,913,903,882,893,857,841,850,893,917,932,935,935,940,951,955,952,952,953
"Belgium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,14,32,49,50,43,33,38,53,97,125,162,175,185,200,237,338,443,535,495,485,512,831,1005,1399,1534,1538,1214,1043,1150,1332,1489,1448,1348,1254,1237,1390,1491,1538,1555,1307,1034,1309,1407,1673,1203,1229,1282,1258,1131,938,1112,1145,1112,798,670,575,611,566,553,462,412,331,292,384,501,605,554,479,394,300,280,288,336,349
"Belize",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,3,1,3,3,3,1,1,3,3,2,0,0,0,1,1,1,0,6,6,6,1,1,1,2,2,2,2,7,9,7,2,2,2,4,15,49,61,60,26,14,3,7,4,4,0
"Bermuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3,4,5,2,3,3,3,3,1,2,1,1,1,1,3,3,4,3,3,2,8,9,9,2,1,1,4,4,4,0,0,3,4,4,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0
"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,2,0
"Bolivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,0,1,1,1,2,3,4,3,4,4,11,14,14,12,11,11,9,8,8,11,17,18,18,27,25,22,12,21,26,32,37,37,32,26,33,35,30,36,35,66,65,82,69,62,53,51,59,120,142,151,111,97,133,155,184,158,188,176,197,180,204,226,234
"Bosnia_and_Herzegovina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,6,6,6,8,8,19,27,28,23,19,17,22,25,47,41,52,47,60,58,56,44,36,50,51,60,40,44,44,42,42,31,41,46,51,39,30,29,33,38,27,39,34,48,34,24,42,64,84,56,48,36,43,34,41,28,21,24,29,30,25,26,29,27
"Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,2,2,2,0,0,0,0,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brazil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,6,4,7,9,17,21,23,41,45,57,76,129,204,233,308,329,358,296,341,405,490,447,387,604,860,1110,1113,1147,1073,1000,1146,1599,1934,1974,1600,1437,1264,1512,2050,2332,2807,2760,2743,2300,2160,2368,2970,3305,4251,4132,4502,4459,5425,6293,6568,6132,5256,5397,6052,8024,9109,10204,10240,9198,7668,7217,8758,11529,13545,14723,15048
"British_Virgin_Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brunei_Darussalam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,10,8,6,5,6,6,7,5,5,4,7,6,8,4,4,4,4,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Bulgaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,9,11,9,10,13,14,14,15,24,27,25,19,19,21,24,30,27,22,23,25,33,29,27,25,21,25,21,25,19,23,17,17,17,24,38,44,44,38,28,32,36,56,71,74,68,58,51,49,48,63,49,37,21,32,53,59,74,59,45,26,23,35,37,38,47,61
"Burkina_Faso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,6,8,4,7,13,10,12,12,17,24,16,22,11,25,22,27,22,14,14,19,25,27,23,26,21,23,18,22,15,15,9,10,8,11,8,12,11,12,9,7,5,3,3,3,3,4,4,6,8,12,22,21,19,6,5,5,6,7,4,5,3,3
"Burundi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,3,0,0,0
"Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,6,4,0,8,9,21,13,13,3,4,4,2,3,2,2,1,2,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,3,6,6,4,10,15,15,11,5,9,4,18,31,45,43,105,107,126,50,43,27,24,39,30,30,6,12,12,12,54,54,54,0,49,49,128,80,118,73,73,96,70,70,88,82,82,12,9,63,54,54,3,105,141,138,74,88,139,164,175
"Canada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,4,3,3,6,7,8,6,9,12,14,20,28,47,55,83,108,129,141,134,204,195,225,219,652,791,905,667,746,916,1050,1113,1281,1328,1429,1409,1378,1334,1259,1365,1417,1342,1206,1177,1248,1333,1473,1609,1659,1565,1650,1691,1801,1759,1821,1721,1595,1537,1558,1568,1582,1682,1709,2079,1904,1777,1341,1383,1463,1402,1309,1182,1152,1143,1140,1148,1192,1234
"Cape_Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,15,15,15,1,2,4,3,4,5,7,6,8,7,8,2,4,3,13,15,17,11,9,14,15,15,9,10,11,14,18,19,13,5
"Cayman_Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,1,1,2,5,5,5,4,4,3,3,2,2,0,3,3,3,0,2,3,2,0,0,2,2,2,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,3,3,3,1
"Central_African_Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,10,10,10,0,7,7,7,7,7,7,0,16,16,28,12,12,6,14,41,43,44
"Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,4,4,4,1,3,2,2,0,0,0,2,2,2,2,2,4,2,9,7,22,15,15,18,18,45,30,51,23,21,12,17,26,24,34,40
"Chile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,7,9,13,14,38,47,54,62,78,100,97,104,128,170,187,229,256,278,280,276,297,318,333,377,356,359,318,358,386,462,460,414,341,330,353,427,445,486,427,418,367,403,435,491,521,506,502,502,518,737,881,1183,1213,1212,1194,1128,1313,1319,1390,1428,1364,1501,1838,2326,2607,2349,2091
"China",18,9,6,6,11,5,5,0,0,0,0,0,0,0,0,0,1,7,52,57,102,103,129,165,266,455,631,1068,1335,1653,1729,1938,2222,2499,2880,3307,3612,3586,3435,3062,3000,2690,2497,6553,7108,7278,2900,2199,1983,1897,1345,1012,704,788,564,460,381,455,393,399,444,402,302,150,121,135,129,106,64,37,31,24,25,22,21,22,30,30,37,55,65,72,85,91,95,83,91,105,109,110,98,79,79,75,77,60,59,57,70,76,76,73,76,95,100,85,64,150,144,134,21,21,20,20,12,12,11,9,13,10,11,6,6,6,3,2,2,2,3,3,7,11,12,9,5,6,7,7,7
"Colombia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,8,12,14,10,19,24,31,36,36,49,56,78,62,54,46,70,86,99,121,121,120,114,108,104,125,190,215,231,218,184,126,90,110,127,153,172,186,179,176,188,195,244,262,273,239,269,277,303,352,358,387,322,443,430,494,479,512,536,521,592,622,666,648,670,684
